Language	Chapter	Number	Text
FRA	10032	1131	"Une exception [{0}] a été levée pendant la tentative de connexion."
GER	10032	1131	"Eine Ausnahme [{0}] ist beim Verbindungsversuch aufgetreten."
POR	10032	1131	"Uma exceção [{0}] foi removido durante a tentativa de conexão."
SPA	10032	1131	"Una excepción [{0}] se ha levantado durante el intento de conexión."
XXX	10032	1131	"E0F54CB2C8F6BF93E4A9DC7400073FA295EFBFA2"
BRI	10032	1132	"==="
CHI	10032	1132	"连接已关闭"
ENG	10032	1132	"Connection already closed."
FRA	10032	1132	"Connexion déjà fermée"
GER	10032	1132	"Verbindung bereits getrennt."
POR	10032	1132	"Conexão já fechada"
SPA	10032	1132	"Conexión ya cerrada"
XXX	10032	1132	"790E996B6564BDC60DA4F420C292F250A6891943"
BRI	10032	1133	"==="
CHI	10032	1133	"会话关闭"
ENG	10032	1133	"Session closed"
FRA	10032	1133	"Session fermée"
GER	10032	1133	"Sitzung beendet"
POR	10032	1133	"Sessão fechado."
SPA	10032	1133	"Sesión cerrada"
XXX	10032	1133	"471607BCDAB305FEDDDD02B5729AFFE64BD74862"
BRI	10032	1134	"==="
CHI	10032	1134	"会话不活跃，将在几秒内被关闭。您想要保持打开状态吗？"
ENG	10032	1134	"Since it is inactive, the session is going to be closed in a few seconds. Do you wish to remain"
FRA	10032	1134	"La session, inactive, sera fermée dans quelques secondes. Voulez-vous la garder ouverte ?"
GER	10032	1134	"Da die Sitzung inaktiv ist, wird sie in wenigen Sekunden beendet. Möchten Sie die Sitzung beibehalten?"
POR	10032	1134	"A sessão inativa, será fechada em poucos segundos. Pretende mantê-la aberta?"
SPA	10032	1134	"La sesión, inactiva, será cerrada en unos segundos. ¿Desea mantenerla abierta?"
XXX	10032	1134	"F5454E6A0520797BEA22BC379D25516A4F1C3B14"
BRI	10032	1135	"==="
CHI	10032	1135	"窗体加载"
ENG	10032	1135	"-"
FRA	10032	1135	"Chargement de fenêtre"
GER	10032	1135	"Fenster laden"
POR	10032	1135	"Carregamento de janela"
SPA	10032	1135	"Cargar la ventana"
XXX	10032	1135	"858A19064CB1329B47AB54563F96213909827C7B"
BRI	10032	1136	"==="
CHI	10032	1136	"正在从X3服务器加载窗体[{0}]，请稍候。"
ENG	10032	1136	"-"
FRA	10032	1136	"La fenêtre [{0}] est en cours de chargement depuis le serveur X3, veuillez patienter."
GER	10032	1136	"Das Fenster [{0}] wird vom X3-Server geladen, bitte warten."
POR	10032	1136	"O [{0}] está sendo carregado a partir do servidor X3, por favor aguarde."
SPA	10032	1136	"La ventana [{0}] está en curso de carga desde el servidor X3, espere por favor."
XXX	10032	1136	"5FF67798FC320DC067E0C3180BB69E759089CA3B"
BRI	10032	1137	"==="
CHI	10032	1137	"无法恢复与窗口'{0}'关联的数据模板。"
ENG	10032	1137	"Unable to retrieve window model named '{0}'."
FRA	10032	1137	"Impossible de récupérer le modèle de données associé à la fenêtre '{0}'."
GER	10032	1137	"Aufrufen der dem Fenster zugeordneten Modelldaten nicht möglich '{0}'."
POR	10032	1137	"Não é possível recuperar o modelo de dados associado ao '{0}' janela."
SPA	10032	1137	"Imposible recuperar el modelo de datos asociado a la ventana '{0}'."
XXX	10032	1137	"0FA0DC7F5B7A750C0E854D66C48921FE81889703"
BRI	10032	1138	"==="
CHI	10032	1138	"正在从X3服务器加载窗体[{0}]，请稍候。"
ENG	10032	1138	"-"
FRA	10032	1138	"Une Exception à été levée pendant l'attente de la description de la fenêtre [{0}] de l'application [{1}] ."
GER	10032	1138	"Eine Ausnahme ist beim Warten auf die Beschreibungs des Fensters [{0}] der Anwendung [{1}] aufgetreten."
POR	10032	1138	"Uma exceção foi lançada enquanto aguarda a descrição da aplicação [{0}] [{1}]."
SPA	10032	1138	"Una excepción se ha levantado durante la espera de la descripción de la ventana [{0}] de la aplicación [{1}] ."
XXX	10032	1138	"EF40EE1366B10899C53A2AEC195609E1D5867A34"
BRI	10032	1139	"==="
CHI	10032	1139	""
ENG	10032	1139	"-"
FRA	10032	1139	"-"
GER	10032	1139	"==="
POR	10032	1139	"==="
SPA	10032	1139	"==="
XXX	10032	1139	"E391036842CD33B95BA468AA6B710CFDB3ACBE87"
BRI	10032	1140	"==="
CHI	10032	1140	""
ENG	10032	1140	"-"
FRA	10032	1140	"-"
GER	10032	1140	"==="
POR	10032	1140	"==="
SPA	10032	1140	"==="
XXX	10032	1140	"E391036842CD33B95BA468AA6B710CFDB3ACBE87"
BRI	10032	1141	"==="
CHI	10032	1141	"缓存服务器已[{0}]次请求该描述文件。这些资源的状态为[{1}]。"
ENG	10032	1141	"-"
FRA	10032	1141	"Le fichier de description a été demandé [{0}] fois au serveur de cache.  L'état de cette ressource est [{1}] ."
GER	10032	1141	"Die Beschreibungsdatei wurde [{0}] mal vom Cache-Server angefordert. Der Status dieser Quelle ist [{1}]."
POR	10032	1141	"O arquivo de descrição foi solicitada [{0}] tanto o cache do servidor.  O estado deste recurso é [{1}]."
SPA	10032	1141	"El fichero de descripción se ha solicitado [{0}] veces al servidor de cache. El estado de este recuso es [{1}]"
XXX	10032	1141	"AB927C89F6F591BE631BA9A5F3577D8E12307C6B"
BRI	10032	1142	"==="
CHI	10032	1142	""
ENG	10032	1142	"-"
FRA	10032	1142	"-"
GER	10032	1142	"==="
POR	10032	1142	"==="
SPA	10032	1142	"==="
XXX	10032	1142	"42243F8D99537521C5BCDAE4ECA123603A7073D3"
BRI	10032	1143	"==="
CHI	10032	1143	""
ENG	10032	1143	"-"
FRA	10032	1143	"-"
GER	10032	1143	"==="
POR	10032	1143	"==="
SPA	10032	1143	"==="
XXX	10032	1143	"42243F8D99537521C5BCDAE4ECA123603A7073D3"
BRI	10032	1144	"==="
CHI	10032	1144	"窗口管理器已[{0}]次请求该描述的XML文档。"
ENG	10032	1144	"-"
FRA	10032	1144	"Le document xml de description a été demandé [{0}] fois au gestionnaire de fenêtre."
GER	10032	1144	"Das XML-Beschreibungsdokument wurde [{0}] mal vom Fenstermanager angefragt."
POR	10032	1144	"Descrição XML documento foi solicitado [{0}] uma vez que o gerenciador de janelas."
SPA	10032	1144	"El documento xml de descripción se ha solicitado [{0}] veces al gestor de ventanas."
XXX	10032	1144	"85EE438BED21A35CBEEE6BD2292C029FD3A71175"
BRI	10032	1145	"==="
CHI	10032	1145	"一个发送至缓存服务器的请求已发出有[{0}]毫秒。"
ENG	10032	1145	"-"
FRA	10032	1145	"Une demande auprès du serveur de cache a été émise il y a [{0}] millièmes de seconde."
GER	10032	1145	"Vor [{0}] Millisekunden wurde eine Anfrage an den Cache-Server gesendet."
POR	10032	1145	"A solicitação para o servidor de cache tenha sido emitido há [{0}] milissegundos."
SPA	10032	1145	"Una solicitud al servidor de cache se ha emitido hace [{0}] milisegundos."
XXX	10032	1145	"29DF4DCB86D76202A405E273557D9C651CCF6476"
BRI	10032	1146	"==="
CHI	10032	1146	""
ENG	10032	1146	"-"
FRA	10032	1146	"-"
GER	10032	1146	"==="
POR	10032	1146	"==="
SPA	10032	1146	"==="
XXX	10032	1146	"00A80B3EC67CC9F2BA1AAD89FE8FEA3222065F7A"
BRI	10032	1147	"==="
CHI	10032	1147	""
ENG	10032	1147	"-"
FRA	10032	1147	"-"
GER	10032	1147	"==="
POR	10032	1147	"==="
SPA	10032	1147	"==="
XXX	10032	1147	"00A80B3EC67CC9F2BA1AAD89FE8FEA3222065F7A"
BRI	10032	1148	"==="
CHI	10032	1148	"正在应用服务器上执行查询[{0}]。该查询已创建了[{1}]毫秒。"
ENG	10032	1148	"-"
FRA	10032	1148	"La requête [{0}] est en cours d'exécution sur le serveur applicatif. Elle a été créée il y a [{1}] millisecs."
GER	10032	1148	"Die Anfrage [{0}] wird auf dem Anwendungsserver ausgeführt. Sie wurde vor [{1}] Millisekunden erstellt."
POR	10032	1148	"A consulta [{0}] está sendo executado no servidor de aplicativos. Foi criado lá [{1}] milissegundos."
SPA	10032	1148	"La petición [{0}] está encurso de ejecución en el servidor aplicativo. Se ha creado hace [{1}] milisegundos."
XXX	10032	1148	"916B97EC1CAB9DD7A79F9EA7D56D2C48DD699529"
BRI	10032	1149	"==="
CHI	10032	1149	"没有正在执行的查询。"
ENG	10032	1149	"-"
FRA	10032	1149	"Il n'y a pas de requête en cours d'exécution."
GER	10032	1149	"Es wird keine Anfrage ausgeführt."
POR	10032	1149	"Não há nenhum aplicativo em execução."
SPA	10032	1149	"No hay ninguna petición en ejecución"
XXX	10032	1149	"19081565A238BC599036A5F39A49063CC674977F"
BRI	10032	1150	"==="
CHI	10032	1150	"从X3服务器发出的支点日期[{0}]无效。"
ENG	10032	1150	"-"
FRA	10032	1150	"La date pivot [{0}] envoyée par le serveur X3 n'est pas valide."
GER	10032	1150	"Das vom X3-Server gesendete Wechseldatum [{0}] ist ungültig."
POR	10032	1150	"Data pivô [{0}] enviado a partir do servidor X3 é inválido."
SPA	10032	1150	"La fecha pivot [{0}] enviada por el servidor X3 no es válida."
XXX	10032	1150	"4837EA198A7726A8BE2BFB334BDBC50F7F83C152"
BRI	10032	1151	"==="
CHI	10032	1151	"在左列表[{0}]中未定义任何列。"
ENG	10032	1151	"-"
FRA	10032	1151	"Aucune colonne n'est définie dans la liste gauche [{0}]."
GER	10032	1151	"==="
POR	10032	1151	"Nenhuma coluna é definida na lista à esquerda [{0}]."
SPA	10032	1151	"Ninguna columna se ha definido en la lista izquierda [{0}]."
XXX	10032	1151	"1CB9D0D8758AAAB12D3636A1AB79B77DF0B992EF"
BRI	10032	1152	"==="
CHI	10032	1152	"连接至X3服务器的语境无效：{0}。"
ENG	10032	1152	"-"
FRA	10032	1152	"Le contexte de connexion au serveur X3 est invalide : {0}."
GER	10032	1152	"Die Kontextverbindung zum X3-Server ist ungültig: {0}."
POR	10032	1152	"O servidor de conexão de contexto X3 é inválido: {0}."
SPA	10032	1152	"El contexto de conexión al servidor X3 no es válido: {0}."
XXX	10032	1152	"09E8F0B108F3EB27727F847D38982CE44A4086A8"
BRI	10032	1153	"==="
CHI	10032	1153	""
ENG	10032	1153	"-"
FRA	10032	1153	"-"
GER	10032	1153	"==="
POR	10032	1153	"==="
SPA	10032	1153	"==="
XXX	10032	1153	"1A482EC1F510BAC2D487EF3031D6F819CB9EE19C"
BRI	10032	1154	"==="
CHI	10032	1154	"超出等候时间，已请求{0}字节，已收到{1}字节"
ENG	10032	1154	"Timeout reading from X3 server, requested {0} bytes, got only {1} bytes"
FRA	10032	1154	"Temps d'attente dépassé, {0} octets demandés, {1} octets reçus"
GER	10032	1154	"Zeitüberschreitung, {0} Bytes angefordert, {1} Bytes erhalten"
POR	10032	1154	"Excedeu {0} bytes tempo de espera requerido {1} bytes recebidos"
SPA	10032	1154	"Tiempo de espera superado, {0} octetos solicitados, {1} octetos recibidos·"
XXX	10032	1154	"3C604F7BB5D340F37B3A2DC2A2028E2A9F4FE8A5"
BRI	10032	1155	"==="
CHI	10032	1155	"在打印服务器上检索打印选项时发生意外错误。_"
ENG	10032	1155	"An unexpected error has occurred while retrieving printer option on print server.  _"
FRA	10032	1155	"Une erreur inattendue s'est produite lors de la récupération de l'option d'impression sur le serveur d'impression. _"
GER	10032	1155	"Ein unerwarteter Fehler ist beim Aufrufen der Druckeroption auf dem Druckerserver aufgetreten. _"
POR	10032	1155	"Ocorreu um erro inesperado ao recuperar a opção de impressão no servidor de impressão. _"
SPA	10032	1155	"Un error inesperado se ha producido durante la recuperación de la opción de impresión en el servidor de impresión."
XXX	10032	1155	"7C7B97D4411BC56BCF08E469E1B8560D1E6AE807"
BRI	10032	1156	"==="
CHI	10032	1156	"请检查您的打印机服务器名称，以及其端口和当前状态。"
ENG	10032	1156	"Please, check your print server name and port, and print server current status."
FRA	10032	1156	"Veuillez vérifier le nom de votre serveur d'impression ainsi que son port et son statut actuel."
GER	10032	1156	"Bitte prüfen Sie den Namen und den Port Ihres Druckerservers sowie den aktuellen Status."
POR	10032	1156	"Por favor, verifique o nome da sua impressora ea porta e seu servidor status atual."
SPA	10032	1156	"Compruebe el nombre de su servidor de impresión asi como su puerto y su estado actual."
XXX	10032	1156	"7C7B97D4411BC56BCF08E469E1B8560D1E6AE807"
BRI	10032	1157	"==="
CHI	10032	1157	"未收到X3服务器发送的语言代码（cdLang）"
ENG	10032	1157	"X3 language code (cdLang) has not been received from X3 server"
FRA	10032	1157	"Le code langue (cdLang) n'a pas été envoyé par le serveur X3"
GER	10032	1157	"Der Sprachcode (cdLang) wurde vom X3-Server nicht gesendet"
POR	10032	1157	"O código do idioma (cdLang) não foi enviada pelo servidor X3"
SPA	10032	1157	"El código de idioma (cdLang) se ha enviado por el servidor X3"
XXX	10032	1157	"7C8615A6216D836A110751F42083A6F7C728E0AC"
BRI	10032	1158	"'{0}' lang has been taken by default."
CHI	10032	1158	"已默认应用语言'{0}'。"
ENG	10032	1158	"'{0}' language has been taken by default."
FRA	10032	1158	"La langue '{0}' a été appliquée par défaut."
GER	10032	1158	"Die Sprache '{0}' wurde standardmäßig ausgewählt."
POR	10032	1158	"Language '{0}' tem sido aplicado por padrão."
SPA	10032	1158	"El idioma '{0}' se ha aplicado por defecto."
XXX	10032	1158	"47A256B8B19A711AD062324FDE8CD88C432BCC01"
BRI	10032	1159	"==="
CHI	10032	1159	"打开窗口[{0}]失败。\nX3服务器未传送X3语言代码（cdLang）\n _"
ENG	10032	1159	"Open window[{0}] failed.\nX3 language code (cdLang) has not been received from X3 server\nNo lang corresponding to  _"
FRA	10032	1159	"L'ouverture de la fenêtre [{0}] a échoué.\nLe code de langue X3 (cdLang) n'a pas été transmis par le serveur X3 \nAucune _"
GER	10032	1159	"Fenster [{0}] öffnen fehlgeschlagen. X3-Sprachcode wurde nicht vom X3-Server erhalten. Keine Sprache, die der _"
POR	10032	1159	"A abertura do [{0}] não \nA linguagem. Código X3 (cdLang) não tenha sido transmitido pelo servidor X3 \nno _"
SPA	10032	1159	"La apertura de la ventana [{0}] ha fallado.\nEl código de idioma X3 (cdLang) no se ha mandado por el servidor X3.\nNingún_"
XXX	10032	1159	"26085D305C8A6A1554DA5D481FE616B28D25C32E"
BRI	10032	1160	"==="
CHI	10032	1160	"未找到任何与Syracuse服务器语言({1})相符的语言。\n请检查X3账套的配置[{2}]"
ENG	10032	1160	"Syracuse lang ({1}) has been found.\nPlease check X3 folder [{2}] configuration"
FRA	10032	1160	"langue correspondant à celle du client Syracuse ({1}) n'a été trouvée .\nVérifier la configuration du dossier X3 [{2}]"
GER	10032	1160	"Syracuse-Sprache ({1}) entspricht, wurde gefunden. Bitte prüfen Sie die X3-Folder [{2}] Konfiguration."
POR	10032	1160	"linguagem que corresponde ao cliente Syracuse ({1}) foi encontrado.  arquivo de configuração X3 nCheck [{2}]"
SPA	10032	1160	"idioma correspondiente al del cliente Syracuse [{1}]  se ha encontrado.\nComprueba la configuración del dossier X3 [{2}]"
XXX	10032	1160	"26085D305C8A6A1554DA5D481FE616B28D25C32E"
BRI	10032	1161	"==="
CHI	10032	1161	"无法获取许可证的清单文件"
ENG	10032	1161	"Can't retrieve licence manifest"
FRA	10032	1161	"Impossible de récupérer le fichier manifeste de la licence"
GER	10032	1161	"Lizenzmanifest kann nicht aufgerufen werden"
POR	10032	1161	"Não é possível recuperar o arquivo de manifesto da licença"
SPA	10032	1161	"Imposible recuperar el fichero de licencia"
XXX	10032	1161	"EBC96D3C04DCAA7F36B08C67BDEC1A56A9691CA6"
BRI	10032	1162	"==="
CHI	10032	1162	"获取许可证的清单文件时发生意外错误"
ENG	10032	1162	"Unexcepted error while retrieving licence manifest"
FRA	10032	1162	"Une erreur inattendue s'est produite lors de la récupération du fichier manifeste de la licence"
GER	10032	1162	"Ein unerwarteter Fehler ist beim Aufrufen des Lizenzmanifests aufgetreten"
POR	10032	1162	"Ocorreu um erro inesperado ao recuperar o arquivo de manifesto da licença"
SPA	10032	1162	"Un error inesperado se ha producido durante la recuperación del fichero de licencia."
XXX	10032	1162	"6275B610921634C756F9DCDA3F738BF9C2CFB729"
BRI	10032	1163	"==="
CHI	10032	1163	"在打印服务器上检索打印描述时发生意外错误。_"
ENG	10032	1163	"An unexpected error has occurred while retrieving printers description on print server. _"
FRA	10032	1163	"Une erreur inattendue est survenue lors de la récupération de la description d'impression sur le serveur d'impression. _"
GER	10032	1163	"Ein unerwarteter Fehler ist beim Aufrufen der Druckerbeschreibung auf dem Druckerserver aufgetreten. _"
POR	10032	1163	"Ocorreu um erro inesperado ao recuperar a impressão da descrição do servidor de impressão. _"
SPA	10032	1163	"Un error inesperado se ha producido durante la recuperación de la descripción de impresión en el serviidor de impresión._"
XXX	10032	1163	"A4CF4216F10A3780A4D6EA9597E953671ED2BFEC"
BRI	10032	1164	"==="
CHI	10032	1164	"请检查您的打印服务器名称、其端口及其当前状态。"
ENG	10032	1164	"Please, check your print server name  and port, and print server current status."
FRA	10032	1164	"Veuillez vérifier le nom de votre serveur d'impression son port et son statut actuel."
GER	10032	1164	"Bitte prüfen Sie den Namen und den Port Ihres Druckerservers sowie den aktuellen Status."
POR	10032	1164	"Por favor, verifique o nome do seu porta do servidor de impressão e seu status atual."
SPA	10032	1164	"Compruebe el nombre de su servidor de impresión, su puerto y su estado actual."
XXX	10032	1164	"A4CF4216F10A3780A4D6EA9597E953671ED2BFEC"
BRI	10032	1165	"==="
CHI	10032	1165	"Business Objects验证失败。请检查BO服务器的参数设置_·"
ENG	10032	1165	"Business Objects authentication failed. Please check BO server parameters and associated BO profiles in the  _·"
FRA	10032	1165	"Echec de l'authentification Business Objects. Veuillez vérifier les paramètres du serveur BO _"
GER	10032	1165	"Business-Objects-Authentifizierung fehlgeschlagen. Bitte prüfen Sie die BO-Server-Parameter _"
POR	10032	1165	"Falha na autenticação Business Objects. Por favor, verifique as configurações do servidor _ BO"
SPA	10032	1165	"Fallo de autentificación Business Objects. Compruebe los parámetros del servidor BO_"
XXX	10032	1165	"339939B3929A3D553711A0EABAF6ED611A952098"
BRI	10032	1166	"==="
CHI	10032	1166	"以及管理空间内相关BO的配置文件。"
ENG	10032	1166	"administration space."
FRA	10032	1166	"ainsi que les profils BO associés dans l'espace administration."
GER	10032	1166	"sowie die zugeordneten BO-Profile in der Verwaltung."
POR	10032	1166	"BO e os perfis associados na área de administração."
SPA	10032	1166	"así como los perfiles BO asociados en el espacio administración."
XXX	10032	1166	"339939B3929A3D553711A0EABAF6ED611A952098"
BRI	10032	1167	"==="
CHI	10032	1167	"请求导出的Excel不包含任何数据。在开始导出之前，请检查您的参数设置。"
ENG	10032	1167	"The excel export that you ask for contains no data. Please check your parameters before launch export."
FRA	10032	1167	"L'export Excel demandé ne contient aucune donnée. Veuillez vérifier vos paramètres avant de lancer l'export."
